brand,theatername,theaternum,movietitle,movieruntime,moviedate,moviestarttime,theaterseatcnt
CGV,CGV 강남,1관 6층,플라워킬링문,205분,20231023,18:30,131석
CGV,CGV 강남,1관 6층,플라워킬링문,205분,20231023,22:30,148석
CGV,CGV 강남,2관[LCK관] 6층 (Laser),30일,119분,20231023,20:30,108석
CGV,CGV 강남,5관 10층(Laser),30일,119분,20231023,16:30,150석
CGV,CGV 강남,5관 10층(Laser),30일,119분,20231023,19:00,149석
CGV,CGV 강남,5관 10층(Laser),30일,119분,20231023,21:30,166석
CGV,CGV 강남,5관 10층(Laser),30일,119분,20231023,24:00,165석
CGV,CGV 강남,4관[SCREENX] 8층,바람따라만나리:김호중의계절,107분,20231023,17:30,124석
CGV,CGV 강남,4관[SCREENX] 8층,바람따라만나리:김호중의계절,107분,20231023,19:50,124석
CGV,CGV 강남,4관[SCREENX] 8층,바람따라만나리:김호중의계절,107분,20231023,22:10,124석
CGV,CGV 강남,3관 8층,익스펜더블4,103분,20231023,18:50,161석
CGV,CGV 강남,3관 8층,익스펜더블4,103분,20231023,23:30,165석
CGV,CGV 강남,3관 8층,블루자이언트,119분,20231023,21:00,162석
CGV,CGV 강남,2관[LCK관] 6층 (Laser),화란,124분,20231023,18:00,117석
CGV,CGV 강남,6관 10층 (Laser),사나-저주의아이,102분,20231023,20:40,117석
CGV,CGV 강남,6관 10층 (Laser),엑소시스트-믿는자,111분,20231023,22:50,120석
CGV,CGV 강남,2관[LCK관] 6층 (Laser),크리에이터,133분,20231023,23:10,120석
CGV,CGV 강남,6관 10층 (Laser),오펜하이머,180분,20231023,17:10,118석
CGV,CGV 강변,3관 (Laser),플라워킬링문,205분,20231023,17:30,203석
CGV,CGV 강변,3관 (Laser),플라워킬링문,205분,20231023,21:25,211석
CGV,CGV 강변,씨네앤포레 (Laser),30일,119분,20231023,18:00,48석
CGV,CGV 강변,씨네앤포레 (Laser),30일,119분,20231023,21:10,48석
CGV,CGV 강변,2관 [LCK관](Laser),30일,119분,20231023,17:00,203석
CGV,CGV 강변,2관 [LCK관](Laser),30일,119분,20231023,19:30,211석
CGV,CGV 강변,2관 [LCK관](Laser),30일,119분,20231023,22:00,211석
CGV,CGV 강변,"8관 (컴포트석, Laser)",30일,119분,20231023,20:45,80석
CGV,CGV 강변,9관 (Laser),익스펜더블4,103분,20231023,17:05,158석
CGV,CGV 강변,9관 (Laser),익스펜더블4,103분,20231023,19:15,154석
CGV,CGV 강변,9관 (Laser),익스펜더블4,103분,20231023,21:30,156석
CGV,CGV 강변,"8관 (컴포트석, Laser)",블루자이언트,119분,20231023,18:15,77석
CGV,CGV 강변,"5관 (컴포트석, Laser)",화란,124분,20231023,18:05,79석
