TITLE,DIRECTOR,ACTOR,GENRE,SPECTATORS,RUNTIME,OPENDATE,IMGLINK,MOVIECONTENT
킴스 비디오,"데이비드레드먼,애슐리사빈",김용만,다큐멘터리,12세이상관람가,88분,2023.09.27,https://img.cgv.co.kr/Movie/Thumbnail/Poster/000087/87331/87331_1000.jpg,"""마치 보물상자 같았어요 '킴스 비디오'에 들어가면 금광에 들어가는 이상한 기분이었어요""  1980년 대 뉴욕 이스트빌리지에 자리잡은 영화광들의 성지, 미스터리한 한국인 '미스터 킴'의 비디오 대여점 '킴스 비디오'! 마틴 스콜세지, 쿠엔틴 타란티노, 코엔 형제, 로버트 드니로가 단골인 55,000 편의 컬렉션과 250,000명의 회원을 보유한 '킴스 비디오'가 사라졌다? '킴스 비디오'가 키운 미친 영화광들의 비디오 해방 프로젝트! 마피아보다 독하게 쫓는 무제한 렌탈 유니버스 지금, 플레이하시겠습니까?"
달콤한 인생,페데리코펠리니,"마르첼로마스트로야니,아니타에크베르그,아누크에메","드라마,코미디",미정,175분,2023.10.04,https://img.cgv.co.kr/Movie/Thumbnail/Poster/000087/87415/87415_1000.jpg,"삼류 신문사에서 가십 기사를 쓰는 마르첼로는 자기 일에 만족하기에는 너무 명민하고, 창조적인 작업을 하기에는 너무 게으른 인간이다. 그는 클럽을 전전하며 허무한 시간을 보내고 다양한 문제를 가진 사람들과 마주친다. 로마 사회의 퇴폐적인 치부와 바티칸에 대한 적의 등으로 개봉 당시 상영 금지 요청과 수많은 논란에 휩싸였던 작품. 네오리얼리즘과는 다른 길을 걸어가는 펠리니는 당시 현대인들의 전혀 달콤하지 않은 인생을 담아낸다.  1960년 칸영화제 황금종려상, 1962년 아카데미시상식 의상상 수상."
[콘서트&다이닝]고흐의 별이 빛나는 밤 ,,,,전체관람가,80분,2023.10.21,https://img.cgv.co.kr/Movie/Thumbnail/Poster/000087/87437/87437_1000.jpg,
여덟 개의 산,"펠릭스반그뢰닝엔,샤를로트반더미르히","루카마리넬리,알레산드로보르기",드라마,12세이상관람가,147분,2023.09.20,https://img.cgv.co.kr/Movie/Thumbnail/Poster/000087/87211/87211_1000.jpg,도시에 사는 '피에트로'와 산에 남은 유일한 아이 '브루노'  알프스에서 만나 친구가 된 두 소년은 자연을 누비며 우정을 나눈다  그 후 성인이 된 '피에트로'는 아버지 '조반니'가 세상을 떠난 뒤 산으로 돌아오고 '브루노'와 재회한다
그녀,스파이크존즈,"호아킨피닉스,에이미아담스,루니마라,스칼렛요한슨",드라마,15세이상관람가,126분,2022.08.31(재개봉),https://img.cgv.co.kr/Movie/Thumbnail/Poster/000087/81889/81889_1000.jpg,"사랑과 관계에 서툰 모두를 위한 감성 로맨스 우리에게 사랑하는 법을 알려준, 그녀를 다시 만난다   다른 사람의 편지를 써주는 대필 작가로 일하고 있는 ‘테오도르’는 타인의 마음을 전해주는 일을 하고 있지만 정작 자신은 아내와 별거 중인 채 외롭고 공허한 삶을 살아가고 있다.   어느 날, 스스로 생각하고 느끼는 인공지능 운영체제 ‘사만다’를 만나게 되고, 자신의 말에 귀를 기울이며 이해해주는 ‘사만다’로 인해 조금씩 상처를 회복하고 행복을 되찾기 시작한 ‘테오도르’는 어느새 점점 그녀에게 사랑의 감정을 느끼게 되는데..."
더 퍼스트 슬램덩크,,,,12세이상관람가,124분,2023.01.04,https://img.cgv.co.kr/Movie/Thumbnail/Poster/000087/86720/86720_1000.jpg,"전국 제패를 꿈꾸는 북산고 농구부 5인방의 꿈과 열정, 멈추지 않는 도전을 그린 영화"
[씨네뮤지엄 Season2.] 오르세 미술관,,,,12세이상관람가,90분,2023.09.20,https://img.cgv.co.kr/Movie/Thumbnail/Poster/000087/87189/87189_1000.jpg,"●콘텐츠명: 벨에포크, 근대 미술의 탄생 오르세미술관 ※오르세 미술관의 대표작들을 중심으로 구성된 미술 강연 프로그램 입니다.   ●상영 등급 : 12세 이상 관람가   ●프로그램 일정 CGV 명동역 씨네라이브러리: 9/20 (수) 19:00~20:30 CGV 명동역 씨네라이브러리: 9/30 (토) 14:00~15:30   ●아트가이드 소개: 이용규 아트가이드 現 트래블레이블 대표 前 유로자전거나라 프랑스 현지 가이드 팀장   ●강연 내용 오르세미술관은 1848년부터 1914년까지의 작품들을 전시하는 곳입니다. 벨 에포크, 아름다운 시절이라고 프랑스인들이 회상하는 19세기의 아름다움에 대한 이야기 입니다. 밀레, 쿠르베, 도미에, 마네, 모네, 르느와르, 드가, 빈센트반고흐, 로트렉까지. 우리가 가장 사랑하는 작품들을 스크린을 통해서 만나봅니다.  주요 작품 밀레 : 만종, 이삭줍기 쿠르베 : 오르낭의 매장, 화가의 아틀리에 마네 : 풀밭위의 점심, 올랭피아 그리고 인상주의 화가들의 작품"
당나귀 EO,예르지스콜리모브스키,"산드라지말스카,이자벨위페르,로렌조주르졸로,마테우시코스치우키에비치,사베리오파브리",드라마,15세이상관람가,88분,2023.10.03,https://img.cgv.co.kr/Movie/Thumbnail/Poster/000087/87351/87351_1000.jpg,"가련한 눈망울의 회색 당나귀 EO는 세상의 전부였던 서커스단으로부터 구조된 뒤 폴란드와 이탈리아를 가로지르는 긴 여정에 오른다.  평화로운 농장, 훌리건으로 가득한 축구장 공포의 소시지 공장, 쇠락 직전의 저택...  다양한 공간을 오가며 겪은 인간 세계는 다정하면서도 잔혹하다."
영혼의 줄리에타,페데리코펠리니,"줄리에타마시나,산드라밀로","드라마,코미디,환타지",15세이상관람가,145분,2023.10.04,https://img.cgv.co.kr/Movie/Thumbnail/Poster/000087/87417/87417_1000.jpg,"줄리에타는 성공한 남편 조르조와 행복하게 지내는 정숙한 부인이다. 어느 날 그녀는 결혼기념일에 남편의 지인들과 함께 ‘영혼과의 대화’를 나누다 “너는 쓸모없는 사람”이라는 메시지를 듣고 쓰러진다. 펠리니의 첫 번째 컬러영화로 원색적이고 화려한 색감으로 현실과 꿈, 과거와 현재를 넘나들며 환상적인 화면을 보여준다.  1966년 골드글로브 최우수 외국어영화상"
"[사이다경제] 금융 교육의 시작, 온 가족 경제독립 ",,,,전체관람가,120분,2023.10.31,https://img.cgv.co.kr/Movie/Thumbnail/Poster/000087/87449/87449_1000.jpg,"1. 타이틀 CGV와 사이다경제가 선물하는 계절 경제 이야기 : 사계 프로젝트   2. 세부 내용 가을 PROJECT <가을, 지갑이 살찌는 계절> 제목: 금융 교육의 시작, 온 가족 경제독립 일시: 2023년 10월 31일 화요일 19:30~21:30 장소: CGV명동역 씨네라이브러리 (103석) 수강료: 30,000원   3. 리더 소개 존리 리더 1980년대 초반 연세대 경제학과를 자퇴하고, 미국으로 건너가 뉴욕대에서 회계학을 전공했다. 미국 회계법인 피트마윅에서 공인회계사로, 스커더 스티븐스 앤 클라크, 라자드자산운용 등의 자산운용사에서 펀드매니저로 일했다.    스커더 스티븐스 앤 클라크에서는 한국시장에 투자하는 최초의 뮤추얼펀드인 '코리아펀드 The Korea Fund(KF)'를 운용했다. 코리아펀드는 1991년부터 2005년까지 14년간 연평균 24%의 수익률을 기록했고, 이 펀드의 큰 성공으로 월가의 스타 펀드매니저로 명성을 얻었다. 이 공로를 인정받아 2008년 지식경제부 공로상, 2009년 금융위원회 공로상을 수상했다.    2014년부터 2022년까지 메리츠자산운용의 CEO를 지냈으며, 전 국민 금융문맹 탈출을 위해 고객과의 만남, 강연, 방송, 저술 활동을 활발히 해왔다. 현재 '존리의 부자학교', 유튜브 '존리 라이프스타일 주식'을 통해 금융교육을 하고 있다.   [주요 경력] 존리의 부자학교 대표 전) 메리츠자산운용 CEO (2014~2022) 전) Lazard Asset Managemet (2005~2013) 전) Deutsche Asset Management (2002~2005) 전) Scudder, Stevens and Clark (1991~2002) 전) 미국공인회계사   [주요 저서] <존리, 새로운 10년의 시작> / <엄마, 주식 사주세요> / <존리의 왜 주식인가> / <존리의 부자되기 습관> / <존리의 금융문맹 탈출> / <존리의 금융문맹 탈출> / <존리의 금융 모험생 클럽> / <존리와 함께 떠나는 부자 여행>   4. 프로그램 구성 19:30~21:20 본 세미나 진행 21:20~21:30 Q&A   5. 세미나 내용 1. 부자가 되지 못하는 이유 - 자본가와 노동자의 차이 - 준비되지 않은 노후의 불편한 사례 - 투자를 가로막는 기존 교육의 한계와 주변 환경들 - 금융문맹에서 벗어나야 할 중요성   2. 돈을 위해 일하지 말고 반드시 돈이 당신을 위해 일하게 하라 - 노동으로 자산을 축적하겠다는 마음의 종결 - 주식 투자 방법의 이해(복리의 마법) - 연금저축제도의 소개와 노후 준비 - 부동산 vs 주식? 내 집 마련의 기준   3. 경제 독립을 위한 여정 - 온 가족 경제 독립을 위해 가장 중요한 ‘자녀의 경제 교육’ - 올바르고 행복한 자본가가 되는 법 - 바람직한 투자 목표 설정 - 우리 가족 경제 독립 방법   6. 리더의 한마디 ""모두가 선한 부자가 되기를 바라는 마음으로 강연을 진행합니다.”   부자가 된다는 것은 단순히 돈을 소유한다는 의미가 아닙니다. 돈으로부터 자유로워져 행복과 미래에 대한 희망을 갖게 된다는 것입니다.   이번 강연을 통해 여러분들께서 생각해보셨으면 좋겠습니다. 왜 나는 아무리 열심히 일을 해도 부자가 될 수 없을까? 투자는 복리의 마법이라는데 구체적인 방법이 무엇일까? 우리 자녀에게 정말 필요한 경제/금융 교육은 무엇일까? 우리나라 금융의 미래는 더 나아질 수 있을까? 에 대해서 말이죠.   나는 부자가 될 수 있을까요? 하루 아침에 부자가 되기는 쉽지 않습니다. 잘 세운 투자원칙을 바탕으로 꾸준하게, 경제적인 자유를 향해 달리는 여정을 함께 하시기를 바랍니다.  "
아르고 원정대-꼬마 영웅 패티의 대모험,,,,전체관람가,95분,2023.09.21,https://img.cgv.co.kr/Movie/Thumbnail/Poster/000087/87260/87260_1000.jpg,"“나도 영웅이 될 수 있어요!”  평화로운 항구 도시의 꼬마 생쥐 ‘패티’는 전설 속 아르고 원정대처럼 위대한 모험을 하고 영웅이 되는 꿈을 꾼다. 하지만 딸 바라기 아빠 고양이 ‘샘’은 자꾸 위험한 바깥세상으로 나가려 하는 ‘패티’가 걱정스럽다.  “도시에 내 동상을 세워라!”  어느 날, 질투 많은 바다의 신 ‘포세이돈’이 멋진 삼지창을 든 자신의 동상을 세우라 명령하고, ‘패티’는 위기에 처한 도시를 살리기 위해 전설의 아르고 원정대를 부활시켜 모험을 떠난다. 걱정 많은 ‘샘’도 어쩔 수 없이 모험에 동참하는데…"
플로라 앤 썬,존카니,"이브휴슨,조셉고든레빗,잭레이너,오렌킨런",드라마,15세이상관람가,97분,2023.09.22,https://img.cgv.co.kr/Movie/Thumbnail/Poster/000087/87403/87403_1000.jpg,"젊은 싱글맘 플로라(이브 휴슨)는 우연히 발견한 낡은 어쿠스틱 기타를 아들 맥스(오렌 킨런)에게 선물하지만 반항심 가득한 아들은 이를 거절한다. 직접 기타를 연주해 보기로 마음먹은 플로라, LA의 뮤지션 제프(조셉 고든 레빗)와 가까워지며 본격적인 기타 레슨이 시작된다.  한편, 음악을 알아갈수록 매일매일 새로운 감정도 함께 깨달아 가는 플로라. 어느 날 우연히 맥스가 남몰래 음악을 만들어 왔다는 사실을 알게 되고, 언제나 불협화음이던 아들과의 관계 역시 음악과 함께 점차 변화하기 시작하는데…"
잠,유재선,김희경,,15세이상관람가,94분,2023.09.06,https://img.cgv.co.kr/Movie/Thumbnail/Poster/000087/87238/87238_1000.jpg,"행복한 신혼부부 ‘현수’(이선균)와 ‘수진’(정유미). 어느 날, 옆에 잠든 남편 ‘현수’가 이상한 말을 중얼거린다. “누가 들어왔어”  그날 이후, 잠들면 마치 다른 사람처럼 변하는 ‘현수’. 깨어나면 아무것도 기억하지 못하는 ‘현수’는 잠들면 가족들을 해칠까 두려움을 느끼고 ‘수진’은 매일 잠드는 순간 시작되는 끔찍한 공포 때문에 잠들지 못한다. 치료도 받아보지만 ‘현수’의 수면 중 이상 행동은 점점 더 위험해져가고 ‘수진’은 곧 태어날 아이까지 위험에 빠질지도 모른다는 생각에 갖은 노력을 다해보는데…"
"제11회 스토리업 쇼츠 섹션1. 우리, 집, 우리 ",,,,12세이상관람가,88분,2023.10.21,https://img.cgv.co.kr/Movie/Thumbnail/Poster/000087/87431/87431_1000.jpg,"제11회 스토리업쇼츠 섹션1. 우리, 집, 우리  살아왔고, 살아가고 싶은 ‘집’에 대해 이야기하려 합니다. 아이들의 집, 친구들의 집, 노부부의 집을 들여다보며 하나의 형태로 정의할 수 없는 집의 모습과 그곳에서의 삶을 받아들이기도, 부정하기도 하는 각기 다른 태도 자체가 이번 섹션의 주인공이 되기를 희망합니다. ‘우리’라는 단어가 지닌 이중적인 의미를 떠올리며, 때로는 나를 가두기도 하고 나를 안아주기도 하는 집으로 초대합니다.     유빈과 건 In The Dry Stream 2022 l 강지효 l 25min 43sec l 단편 l DCP l 드라마 l 한국 l 출연: 윤희성, 장시우 물이 흐르지 않는 계곡 깊숙한 곳에 유빈과 건, 두 아이가 있다. 서로가 서로에게 유일한 두 친구. 그들에게 건천은 최고의 집이자 놀이터이나 그 마음을 알아주는 사람은 아무도 없다.  SAVE THE CAT 2021 l 허지예 l 29min 00sec l 단편 l DCP l 드라마 l 한국 l 출연: 옥자연, 이태경 계약기간이 얼마 남지 않은 영우와 진희의 작업실 앞에 고양이가 한 마리 버려진다. 고양이는 작업실에 들어와 둘의 이야기를 휘젓고 다닌다.  나랑 아니면 Without You 2021 l 박재현 l 33min 11sec l 단편 l DCP l 드라마 | 한국 l 출연: 권민경, 오강진 노년의 나이로 청소 일을 하고 있는 김수와 박원 부부. 코로나전염 사태가 심각해지고, 마지막으로 남은 예식장마저 쉬게 된다. 오랜만에 집에서만 함께 있게 된 두 사람. 두 사람은 각자 다른 시간에, 시장 앞에서 사진을 인화해주는 차량을 본 적 있었다."
제11회 스토리업 쇼츠 섹션2. 대담한 대담-장르 밖의 장르 ,,,,청소년관람불가,59분,2023.10.21,https://img.cgv.co.kr/Movie/Thumbnail/Poster/000087/87435/87435_1000.jpg,"제11회 스토리업쇼츠 섹션2. 대담한 대담: 장르 밖의 장르  관객은 어디선가 본 듯한 흔적을 통해 영화를 가늠합니다. 하지만 기시감을 무기로 관객을 붙잡는 장르의 외피를, 자기만의 스타일과 리듬으로 벗겨내는 영화에 우리는 매혹됩니다. 그렇게 감독의 이름은 장르 밖에서 하나의 장르가 되어갑니다. 그늘 아래로, 바다 위로, 집 밖으로 뻗어가며 저마다의 이미지로 생동하는 영화들.    소년유랑 you know, there are ghosts under the tree 2023 l 이루리 l 14min 12sec l 단편 l DCP l 드라마 l 한국 l 출연: 김규리, 정다원 무더운 여름, 비인과 태호는 학교 축제 전야제 행사에 참여하지 못한다. 칼리는 방황하는 아이들에게 말한다. 전야제가 열리는 신목 아래에 그늘 넓이만큼 어린 귀신들이 모여 있다고. 학교를 거쳐간 아이들과 그 공간의 이야기를 공감각적으로 묘사하는 공동학원(空洞學園) 프로젝트의 첫 번째 단편.  마법이 불어오는 날의 바다 The Sea on the Day When the Magic Returns 2022 l 한지원 l 24min 17sec l 단편 l DCP l 애니메이션 l 한국  생각만하면 뭐든지 가질 수 있는 마법을 잃어버린 세진. 뭘 원하는지 떠오르지 않아 사라져버린 마법. 관광통역안내사 면접시험을 6시간 앞두고, 세진은 아빠를 구하러 지겨운 바다로 향한다.  유산 The daughter 2021 l 남순아 l 20min 39sec l 단편 l DCP l 호러 | 한국 l 출연: 한해인, 유의태 오랫동안 엄마를 간병해온 ‘효은'은 죽은 엄마의 집을 유산으로 물려받게 된다. 효은은 어릴 적 친구 ‘선우'의 도움을 받아 집안 곳곳에 남아있는 엄마의 흔적을 지움으로써, 잠시나마 잃어버린 삶을 회복하는 꿈을 꾼다. 그러나 효은이 엄마로부터 벗어나려 하면 할수록 자꾸만 죽은 엄마의 숨소리가 들리고, 집에서는 이상한 일들이 벌어진다."
"[강연&북토크]스페인, 너는 자유다-손미나 작가 ",,,,전체관람가,80분,2023.10.20,https://img.cgv.co.kr/Movie/Thumbnail/Poster/000087/87455/87455_1000.jpg,
"[아트&다이닝]오르세 미술관, 아름다운 시절을 추억하다",,,,전체관람가,90분,2023.10.15,https://img.cgv.co.kr/Movie/Thumbnail/Poster/000087/87436/87436_1000.jpg,
비텔로니,페데리코펠리니,"알베르토소르디,프랑코파브리지,프랑코인테르렝기","드라마,코미디",미정,108분,2023.10.04,https://img.cgv.co.kr/Movie/Thumbnail/Poster/000087/87414/87414_1000.jpg,"작은 해변에 사는 패기 넘치는 다섯 청년 레오폴도, 알베르토, 리카르도, 파우스토, 모랄도는 꿈은 많지만, 정작 아무것도 하지 않고 빈둥대며 삶을 허비한다. 어느 날 모랄도의 여동생 산드라가 파우스토의 아이를 가지게 되는데…. 방황하는 청춘의 소동으로 인한 다양한 청춘 군상을 사실적이면서도 환상적으로 그려냈다.  1953년 베니스영화제 은사자상 수상."
BBC 프롬스: NYO 재즈 위드 디 디 브릿지워터,,,,전체관람가,80분,2023.10.11,https://img.cgv.co.kr/Movie/Thumbnail/Poster/000087/87427/87427_1000.jpg,"그래미상을 3회 수상한 재즈계의 거장 디 디 브릿지워터가 내셔널 유스 재즈 오케스트라(NYO Jazz),션 존스와 함께 로열 앨버트홀을 재즈로 가득 채운다. NYO Jazz는 청소년 재즈 아티스트들이 모여 전문적인 음악 교육을 받으며 재즈의 미래를 키워나가는 오케스트라이다. 이들을 이끄는 음악감독이자 트럼펫 연주자 션 존스가 함께 무대에 오른 이번 공연은 힙합, R&B, 팝 음악에 영향을 준 재즈 음악을 탐구하는 현대음악이 다채롭게 준비되어 있다.    "
[Whisky Master Class]나만의 위스키 취향 ,,,,청소년관람불가,90분,2023.10.27,https://img.cgv.co.kr/Movie/Thumbnail/Poster/000087/87344/87344_1000.jpg,
엔니오-더 마에스트로,쥬세페토르나토레,"엔니오모리꼬네,클린트이스트우드,쿠엔틴타란티노,존윌리엄스,한스짐머,왕가위,브루스스프링스틴,퀸시존스",다큐멘터리,12세이상관람가,156분,2023.07.05,https://img.cgv.co.kr/Movie/Thumbnail/Poster/000087/87099/87099_1000.jpg,"“엔니오 모리꼬네는 우리 인생의 사운드트랙이죠.” -한스 짐머-  <황야의 무법자>, <원스 어폰 어 타임 인 아메리카>, <미션>, <시네마 천국>, <헤이트풀8>… 전 세계가 사랑하는 거장 엔니오 모리꼬네 그가 직접 들려주는 명작 탄생 비하인드 그리고 세계적인 아티스트들이 이야기하는 그에 대한 모든 것"
엘리멘탈,피터손,"레아루이스,마무두아티",애니메이션,전체관람가,109분,2023.06.14,https://img.cgv.co.kr/Movie/Thumbnail/Poster/000087/87034/87034_1000.jpg,"디즈니·픽사의 놀라운 상상력! 올여름, 세상이 살아 숨 쉰다  불, 물, 공기, 흙 4개의 원소들이 살고 있는 ‘엘리멘트 시티’ 재치 있고 불처럼 열정 넘치는 ‘앰버'는 어느 날 우연히 유쾌하고 감성적이며 물 흐르듯 사는 '웨이드'를 만나 특별한 우정을 쌓으며, 지금껏 믿어온 모든 것들이 흔들리는 새로운 경험을 하게 되는데...  제 76회 칸 영화제 폐막작 선정! <굿 다이노> 피터 손 감독 연출 <인사이드 아웃>, <소울> 피트 닥터 제작 참여  6월 극장 대개봉, 웰컴 투 ‘엘리멘트 시티’!"
어파이어,크리스티안페촐트,"토마스슈베르트,폴라비어",드라마,12세이상관람가,102분,2023.09.13,https://img.cgv.co.kr/Movie/Thumbnail/Poster/000087/87254/87254_1000.jpg,"뜨겁고 건조한 여름 발트해 해변. 네 명의 젊은 남녀가 숲속 별장에 모였다. 산불 소식이 들려오고 소방 헬기가 오가는 가운데 이들의 마음 속에도 욕망, 사랑, 질투, 분노의 걷잡을 수 없는 불길이 번지기 시작한다."
스크래퍼,샬롯리건,"롤라캠벨,해리스디킨슨",드라마,12세이상관람가,84분,2023.09.27,https://img.cgv.co.kr/Movie/Thumbnail/Poster/000087/87353/87353_1000.jpg,“한 아이를 키우는 데 온 마을이 필요하다” 아니? 나 혼자서도 충분해!  엄마가 세상을 떠나고 혼자 씩씩하게 살아가던 ‘조지’ 어느 날 초대한 적 없는 손님 ‘제이슨’이 제 집인 양 담벼락을 넘어온다. ‘제이슨’은 본인이 ‘조지’의 아빠라 주장하지만 머리부터 발끝까지 의심스러운 그의 말을 도무지 믿을 수 없다.
극장판 엉덩이 탐정-미스터리 가면 ~최강의 대결,,,,전체관람가,74분,2023.09.28,https://img.cgv.co.kr/Movie/Thumbnail/Poster/000087/87258/87258_1000.jpg,"부엉부엉 박물관 지하, 수수께끼로 둘러싸인 보물 ‘오파츠’를 노리는 세기의 악당 ‘시리어티’ 교수가 나타났다! 그를 막기 위해 ‘엉덩이 탐정’은 국제 경찰 원터폴 소속 ‘오드리’와 합동 수사를 펼치는데… “어둠으로 빛을 몰아 내주지. 이 ‘오파츠’의 힘으로 말이야” 세계를 뒤흔들 거대한 음모를 꾸미는 ‘시리어티’ 교수와 ‘엉덩이 탐정’의 역대급 대결! 과연 승자는 누가 될 것인가?"
팟 제너레이션,소피바르트,"에밀리아클라크,추이텔에지오포,로잘리크레이그",,12세이상관람가,109분,2023.10.03,https://img.cgv.co.kr/Movie/Thumbnail/Poster/000087/87432/87432_1000.jpg,"임신/출산 2.0 이제는 팟이 대신 낳아드립니다.  기술이 자연을 능가하게 된 머지않은 미래. 거대 테크회사 임원 레이철은 승진하면서 모두가 탐내는 최첨단 자궁센터의 예약 기회를 얻는다. 인공 자궁인 ‘팟’을 통해 임신과 출산이 편리해지고 평등하게 공유할 수 있는 경험이 된 것! 흙과 자연을 사랑하는 식물학자 남편 앨비는 이 ‘자연스럽지’ 못한 과정에 반기를 들지만, 이내 레이철에 대한 사랑으로 팟 출산을 감행하기로 한다. 알을 닮은 인공 자궁 팟, 모니터링 앱, AI 상담사까지, 상상할 수 없던 ‘팟 제너레이션’ 부모 되기 여정이 지금 펼쳐진다!"
달콤한 인생에 관한 진실,,,,미정,83분,2023.10.04,https://img.cgv.co.kr/Movie/Thumbnail/Poster/000087/87418/87418_1000.jpg,"페데리코 펠리니 탄생 100주년 기념 다큐픽션. 1958년 말 페데리코 펠리니는 직업적으로 찹찹한 시기를 겪는다. “길”과 “카비리아의 밤”으로 이미 아카데미상을 두 번이나 수상하였지만, 그가 차기 작품으로 구상하고 있던 “달콤한 인생”에는 제작자들이 별 관심을 보이지 않았기 때문이다. 그러나, 당대 최고의 제작자 중 한 명인 주세페 아마토만이 펠리니가 엔니오 플라이아노와 툴리오 피넬리와 함께 쓴 소재의 독창성을 이해하는데…  2020년 베니스영화제 비경쟁부문 상영작"
사라 인 쿠바,,,,전체관람가,100분,2023.10.11,https://img.cgv.co.kr/Movie/Thumbnail/Poster/000087/87430/87430_1000.jpg,베를린 필하모닉의 호른 연주자 사라 윌리스가 젊은 쿠바 연주자 6명과 함께 세상에 없었던 콘서트를 시작한다. 그녀는 모차르트의 곡을 재즈가 들어간 라틴 음악 ‘맘보’로 새롭게 연주하는 '모차르트와 맘보' 프로젝트를 이어 나가고 있다. 뜨거운 태양 아래 쿠바의 길거리에서 다 함께 춤추며 연주하는 풍경은 음악의 에너지를 가장 생생하게 전달한다. 다큐멘터리는 모차르트와 쿠바 음악을 한자리에 모은 음악적인 도전의 과정을 소개한다.
"[클래스&브런치]Design Me, 퍼스널 컬러와 향 ",,,,전체관람가,80분,2023.10.29,https://img.cgv.co.kr/Movie/Thumbnail/Poster/000087/87456/87456_1000.jpg,
명탐정코난-흑철의 어영,,,,12세이상관람가,110분,2023.07.20,https://img.cgv.co.kr/Movie/Thumbnail/Poster/000087/87165/87165_1000.jpg,"인터폴의 최첨단 정보 해양 시설인 ‘퍼시픽 부이’. 일본과 유럽의 CCTV 정보를 확인할 수 있을 뿐 아니라, 장기 수배범이나 유괴당한 피해자를 전 세계에서 찾아낼 수 있는 ‘전연령 인식’이라는 획기적인 AI 기술을 개발 중이다.  그러던 중 독일에서 검은 조직에 의해 유로폴 직원이 살해되는 사건이 발생하고 뒤를 이어 ‘전연령 인식’의 핵심 기술자가 납치된다. 나이와 상관없이 안면 인식이 가능한 기술이 검은 조직의 손에 들어가면 독약 APTX4869(아포톡신 4869) 개발 후 사망한 것으로 알려진 코드명 ‘셰리’이자 하이바라 아이도 위험하게 되는데!  코난, FBI, CIA, 공안 경찰이 합세, 하이바라 아이와 함께 전 세계를 위험에 빠지게 할 절체절명의 오션 배틀 로열이 시작된다!"
드림쏭2,,,,전체관람가,90분,2023.10.03,https://img.cgv.co.kr/Movie/Thumbnail/Poster/000087/87300/87300_1000.jpg,"더 큰 무대로 돌아왔다! 이번엔 월드 투어다!  드림쏭 이후 1년, ‘버디’와 그의 밴드 ‘트루 블루’는 팬들의 열렬한 사랑을 받으며 눈의 마을의 인기 스타가 된다. ‘트루 블루’의 음악과 화려한 퍼포먼스 실력을 본 엔터테인먼트계의 거물 ‘랭’은 월드 클래스 스타 ‘리틀 폭시’와의 세계 투어 콘서트를 제안하고, ‘트루 블루’는 꿈을 위해 세계 투어 버스에 오른다. 하지만 ‘랭’의 친절한 제안에는 ‘버디’의 음악 에너지를 훔쳐 세계를 장악하려는 음흉한 계획이 숨겨져 있었는데.. 과연 ‘버디’는 ‘랭’으로부터 음악 에너지를 되찾고, 진정한 뮤직 쏘울로 세계를 지켜낼 수 있을까?  10월, 다시 함께 노래해!"
다이브-100 피트 추락 ,막시밀리언엘렌바인,"소피로우,루이자크로즈",스릴러,12세이상관람가,91분,2023.11.08,https://img.cgv.co.kr/Movie/Thumbnail/Poster/000087/87461/87461_1000.jpg,"외딴섬으로 다이빙을 떠난 자매 ‘드류’와 ‘메이’ 아름다운 바다 풍경에 감탄하던 것도 잠시, 산사태로 인해 거대한 바위와 물속으로 굴러떨어지고 바위는 두 사람을 깊은 바다 수면 속으로 끌고 들어간다.  수심 28m 추락, 생존 제한 시간 단 20분 깊어질수록 턱 끝까지 차오르는 압도적 공포! 가장 깊은 본능이 깨어난다!"
런닝맨-리벤져스,엄영식,"김서영,엄상현,권창욱,김연우,강시현,전태열,이인석,정유정",애니메이션,전체관람가,73분,2023.08.10,https://img.cgv.co.kr/Movie/Thumbnail/Poster/000087/87176/87176_1000.jpg,"“슈퍼벨트를 가진 자, 이 세상을 다스릴 절대 왕이 되리라!” 진정한 용기와 팀워크로 세상의 평화를 지켜낸 런닝맨! 히어로TV의 BJ팡팡이 축하 인터뷰를 위해 찾아와 전설로만 내려오던 일급 비밀 정보를 알려주는데…! 바로 이 세상의 절대 왕이 될 수 있는 무시무시한 아이템 ‘슈퍼벨트’가 존재한다는 것! 런닝맨들은 각자의 목표를 위해 레이싱을 펼치지만, 의심과 욕심은 이들의 끈끈한 우정에 금이 가게 만드는데… 과연 런닝맨들은 다시 한 번 힘을 합쳐 세상을 구할 수 있을까?"
문바운드 ,,,,전체관람가,84분,2023.10.19,https://img.cgv.co.kr/Movie/Thumbnail/Poster/000087/87413/87413_1000.jpg,달나라로 떠나는 특별한 대모험!  사라진 아내와 자신의 한 쪽 팔을 찾기 위해 용감하고 동물을 사랑하는 인간을 찾는 딱정벌레. 그리고 그의 소원을 들어주기 위해 달나라 여행을 떠나는 ‘피터’와 ‘앤’. 하지만 달나라엔 우주 정복을 꿈꾸는 ‘문맨’이 있었고 결국 동생 ‘앤’이 납치를 당하게 되는데…  납치된 동생을 되찾기 위한 피터의 마법 같은 달나라 여행이 시작된다!
뿌까의 짜장면파티,,,,전체관람가,44분,2022.07.01,https://img.cgv.co.kr/Movie/Thumbnail/Poster/000087/86021/86021_1000.jpg,뿌까와 친구들의 짜장면 파티 준비 과정을 율동과 노래 그리고 퀴즈로 진행하는 영화
소년들 ,정지영,김주상,,15세이상관람가,124분,2023.11.01,https://img.cgv.co.kr/Movie/Thumbnail/Poster/000087/87429/87429_1000.jpg,
