Brand,theaterName,theaterNum,movieTitle,movieRunTime,movieDate,movieStartTime,theaterSeatCnt
megabox,강남대로&#40;씨티&#41;,1관,&#40;자막&#41; 그대들은 어떻게 살 것인가,123분,20231025,14:00,219석
megabox,강남대로&#40;씨티&#41;,1관,&#40;자막&#41; 그대들은 어떻게 살 것인가,123분,20231025,16:30,219석
megabox,강남대로&#40;씨티&#41;,1관,&#40;자막&#41; 그대들은 어떻게 살 것인가,123분,20231025,19:00,109석
megabox,강남대로&#40;씨티&#41;,1관,&#40;자막&#41; 그대들은 어떻게 살 것인가,123분,20231025,21:30,220석
megabox,강남대로&#40;씨티&#41;,2관,&#40;자막&#41; 그대들은 어떻게 살 것인가,123분,20231025,10:20,217석
megabox,강남대로&#40;씨티&#41;,2관,&#40;자막&#41; 그대들은 어떻게 살 것인가,123분,20231025,12:50,214석
megabox,강남대로&#40;씨티&#41;,2관,&#40;자막&#41; 그대들은 어떻게 살 것인가,123분,20231025,15:20,225석
megabox,강남대로&#40;씨티&#41;,2관,&#40;자막&#41; 그대들은 어떻게 살 것인가,123분,20231025,17:50,167석
megabox,강남대로&#40;씨티&#41;,2관,&#40;자막&#41; 그대들은 어떻게 살 것인가,123분,20231025,20:20,103석
megabox,강남대로&#40;씨티&#41;,1관,용감한 시민,112분,20231025,11:45,230석
megabox,강동,4관,&#40;더빙&#41; 그대들은 어떻게 살 것인가,123분,20231025,15:20,247석
megabox,강동,1관,&#40;자막&#41; 그대들은 어떻게 살 것인가,123분,20231025,12:15,234석
megabox,강동,1관,&#40;자막&#41; 그대들은 어떻게 살 것인가,123분,20231025,14:50,240석
megabox,강동,1관,&#40;자막&#41; 그대들은 어떻게 살 것인가,123분,20231025,17:25,198석
megabox,강동,1관,&#40;자막&#41; 그대들은 어떻게 살 것인가,123분,20231025,20:00,160석
megabox,강동,2관,&#40;자막&#41; 그대들은 어떻게 살 것인가,123분,20231025,10:40,238석
megabox,강동,2관,&#40;자막&#41; 그대들은 어떻게 살 것인가,123분,20231025,13:15,243석
megabox,강동,2관,&#40;자막&#41; 그대들은 어떻게 살 것인가,123분,20231025,15:50,236석
megabox,강동,2관,&#40;자막&#41; 그대들은 어떻게 살 것인가,123분,20231025,18:25,211석
megabox,강동,2관,&#40;자막&#41; 그대들은 어떻게 살 것인가,123분,20231025,21:00,212석
megabox,강동,3관,용감한 시민,112분,20231025,14:20,248석
megabox,강동,3관,용감한 시민,112분,20231025,16:40,246석
megabox,강동,3관,용감한 시민,112분,20231025,21:30,249석
megabox,강동,4관,용감한 시민,112분,20231025,12:50,246석
megabox,강동,4관,용감한 시민,112분,20231025,17:55,249석
megabox,강동,4관,용감한 시민,112분,20231025,20:20,247석
megabox,강동,5관,30일,119분,20231025,13:10,74석
megabox,강동,5관,30일,119분,20231025,15:40,74석
megabox,강동,5관,30일,119분,20231025,20:50,69석
megabox,강동,9관,플라워 킬링 문,206분,20231025,19:20,55석
megabox,강동,6관,&#40;DAY 2&#41; 극장판 아이돌리쉬 세븐; LIVE 4bit BEYOND THE PERiOD,94분,20231025,16:55,54석
megabox,강동,6관,&#40;DAY 1&#41; 극장판 아이돌리쉬 세븐; LIVE 4bit BEYOND THE PERiOD,93분,20231025,12:20,54석
megabox,강동,3관,블루 자이언트,120분,20231025,11:50,245석
megabox,강동,3관,블루 자이언트,120분,20231025,19:00,241석
megabox,강동,6관,아이돌 마스터 밀리언 라이브! 3막 EP. 09-12,95분,20231025,18:55,52석
megabox,강동,9관,나의 행복한 결혼,113분,20231025,12:05,60석
megabox,강동,8관,더 퍼스트 슬램덩크,125분,20231025,14:50,55석
megabox,강동,10관,너와 나,118분,20231025,18:35,33석
megabox,강동,5관,[스페셜특가] 화란,124분,20231025,10:35,74석
megabox,강동,5관,[스페셜특가] 화란,124분,20231025,18:15,74석
megabox,강동,6관,[스페셜특가] 화란,124분,20231025,14:25,54석
megabox,강동,10관,괴담만찬,117분,20231025,16:10,35석
megabox,강동,10관,괴담만찬,117분,20231025,21:00,35석
megabox,강동,8관,5등분의 신부 스페셜,48분,20231025,13:35,55석
megabox,강동,7관,천박사 퇴마 연구소: 설경의 비밀,98분,20231025,12:05,71석
megabox,강동,7관,천박사 퇴마 연구소: 설경의 비밀,98분,20231025,18:40,74석
megabox,강동,8관,엑소시스트: 믿는 자,111분,20231025,20:55,55석
megabox,강동,9관,익스펜더블 4,103분,20231025,14:30,0석
megabox,강동,9관,익스펜더블 4,103분,20231025,17:00,64석
megabox,강동,10관,[거미집들이특가] 거미집,132분,20231025,11:30,3석
megabox,강동,7관,[러닝메이트특가] 1947 보스톤,108분,20231025,14:15,74석
megabox,강동,8관,오펜하이머,180분,20231025,17:25,52석
megabox,강동,8관,해바라기,107분,20231025,11:20,54석
megabox,강동,6관,&#40;자막&#41; 명탐정코난: 흑철의 어영,109분,20231025,21:00,51석
megabox,강동,10관,두 사람을 위한 식탁,90분,20231025,14:10,35석
megabox,강동,7관,[해외초청기념특가] 잠,94분,20231025,16:35,72석
megabox,강동,7관,[해외초청기념특가] 잠,94분,20231025,21:00,74석
megabox,군자,7관,&#40;더빙&#41; 그대들은 어떻게 살 것인가,123분,20231025,16:00,141석
megabox,군자,1관,&#40;자막&#41; 그대들은 어떻게 살 것인가,123분,20231025,12:15,118석
megabox,군자,1관,&#40;자막&#41; 그대들은 어떻게 살 것인가,123분,20231025,14:45,112석
megabox,군자,1관,&#40;자막&#41; 그대들은 어떻게 살 것인가,123분,20231025,17:15,56석
megabox,군자,1관,&#40;자막&#41; 그대들은 어떻게 살 것인가,123분,20231025,19:45,29석
megabox,군자,7관,&#40;자막&#41; 그대들은 어떻게 살 것인가,123분,20231025,11:00,126석
megabox,군자,7관,&#40;자막&#41; 그대들은 어떻게 살 것인가,123분,20231025,13:30,128석
megabox,군자,7관,&#40;자막&#41; 그대들은 어떻게 살 것인가,123분,20231025,18:30,63석
megabox,군자,7관,&#40;자막&#41; 그대들은 어떻게 살 것인가,123분,20231025,21:00,78석
megabox,군자,5관,용감한 시민,112분,20231025,18:20,133석
megabox,군자,5관,용감한 시민,112분,20231025,20:40,137석
megabox,군자,6관,용감한 시민,112분,20231025,15:40,84석
megabox,군자,10관,용감한 시민,112분,20231025,13:05,85석
megabox,군자,9관,30일,119분,20231025,10:30,142석
megabox,군자,9관,30일,119분,20231025,12:55,143석
megabox,군자,9관,30일,119분,20231025,15:20,145석
megabox,군자,9관,30일,119분,20231025,17:45,139석
megabox,군자,9관,30일,119분,20231025,20:10,124석
megabox,군자,3관,플라워 킬링 문,206분,20231025,13:40,144석
megabox,군자,3관,플라워 킬링 문,206분,20231025,19:35,142석
megabox,군자,4관,&#40;DAY 2&#41; 극장판 아이돌리쉬 세븐; LIVE 4bit BEYOND THE PERiOD,94분,20231025,14:10,87석
megabox,군자,4관,&#40;DAY 1&#41; 극장판 아이돌리쉬 세븐; LIVE 4bit BEYOND THE PERiOD,93분,20231025,12:05,88석
megabox,군자,6관,블루 자이언트,120분,20231025,13:15,82석
megabox,군자,6관,블루 자이언트,120분,20231025,20:20,13석
megabox,군자,5관,아이돌 마스터 밀리언 라이브! 3막 EP. 09-12,95분,20231025,16:20,144석
megabox,군자,5관,[F] 너와 나,118분,20231025,13:55,144석
megabox,군자,10관,[F] 너와 나,118분,20231025,20:00,82석
megabox,군자,10관,화란,124분,20231025,10:20,86석
megabox,군자,10관,화란,124분,20231025,17:25,85석
