TITLE,DIRECTOR,ACTOR,GENRE,SPECTATORS,RUNTIME,OPENDATE,IMGLINK,MOVIECONTENT
퍼피 구조대-더 마이티 무비,캘런브런커,"정선혜,박지윤,신용우,문남숙,엄상현","애니메이션,어드벤처",전체관람가,93분,2023.10.06,https://img.cgv.co.kr/Movie/Thumbnail/Poster/000087/86720/86720_1000.jpg,"신비한 힘을 가진 유성이 어드벤처 시티에 떨어진 날, 퍼피 구조대는 유성에서 나온 크리스털 덕분에 초능력을 가진 ‘퍼피 히어로즈’로 변신한다. 하지만 악당 ‘험딩어 시장’과 미치광이 과학자 ‘빅토리아’는 초능력의 원천인 크리스털을 빼앗아 어드벤처 시티를 지배하려 하는데..! 작고 약하게 태어났지만 오랫동안 큰 꿈을 키워 온 ‘스카이’와 퍼피 히어로즈는 주니어 구조대원들과 함께 어드벤처 시티를 지켜낼 수 있을까?"
1947 보스톤,강제규,"하정우,임시완,배성우,김상호",드라마,12세이상관람가,108분,2023.09.27,https://img.cgv.co.kr/Movie/Thumbnail/Poster/000087/87211/87211_1000.jpg,"“나라가 독립을 했으면 당연히 우리 기록도 독립이 되어야지!”  1936년 베를린 올림픽, 세계 신기록을 세운 마라톤 금메달리스트 ‘손기정’. 기미가요가 울려 퍼지는 시상대에서 화분으로 가슴에 단 일장기를 가렸던 그는 하루아침에 민족의 영웅으로 떠올랐지만 일제의 탄압으로 더 이상 달릴 수 없게 된다.  광복 이후 1947년 서울, 제2의 손기정으로 촉망받는 ‘서윤복’에게 ‘손기정’이 나타나고 밑도 끝도 없이 ‘보스톤 마라톤 대회’에 나가자는 제안을 건넨다. 일본에 귀속된 베를린 올림픽의 영광을 되찾기 위해 처음으로 태극마크를 가슴에 새기고 달려 보자는 것!  운동화 한 켤레 살 돈도 없던 대한의 마라토너들은 미국 보스톤으로 잊을 수 없는 여정을 시작하는데…"
[Whisky Master Class]나만의 위스키 취향 ,,,,청소년관람불가,90분,2023.10.27,https://img.cgv.co.kr/Movie/Thumbnail/Poster/000087/87360/87360_1000.jpg,
마브카-숲의 노래,,,,전체관람가,100분,2023.10.18,https://img.cgv.co.kr/Movie/Thumbnail/Poster/000087/87388/87388_1000.jpg,"올가을, 거대한 마법의 숲 문이 열린다!  오랜 전쟁의 끝, 서로의 문을 닫아 버린 마법의 숲과 인간 세상. 숲의 정령이자 대자연의 새로운 수호자, 마브카는 어느 날 순수한 마음을 지닌 인간 청년 루카스와 사랑에 빠진다. 하지만 악당 킬리나는 사랑에 빠진 마브카의 마음을 이용해 숲을 파괴하고 숲의 심장을 차지하려는 음모를 꾸미는데…"
스즈메의 문단속,신카이마코토,"하라나노카,마츠무라호쿠토,후카츠에리,마츠모토코시로,소메타니쇼타,이토사이리,하나세코토네,하나자와카나,카미키류노스케",애니메이션,12세이상관람가,122분,2023.03.08,https://img.cgv.co.kr/Movie/Thumbnail/Poster/000087/87564/87564_1000.jpg,"“이 근처에 폐허 없니? 문을 찾고 있어” 규슈의 한적한 마을에 살고 있는 소녀 ‘스즈메’는 문을 찾아 여행 중인 청년 ‘소타’를 만난다.   그의 뒤를 쫓아 산속 폐허에서 발견한 낡은 문. ‘스즈메’가 무언가에 이끌리듯 문을 열자 마을에 재난의 위기가 닥쳐오고 가문 대대로 문 너머의 재난을 봉인하는 ‘소타’를 도와 간신히 문을 닫는다.   “닫아야만 하잖아요, 여기를!” 재난을 막았다는 안도감도 잠시, 수수께끼의 고양이 ‘다이진’이 나타나 ‘소타’를 의자로 바꿔 버리고 일본 각지의 폐허에 재난을 부르는 문이 열리기 시작하자 ‘스즈메’는 의자가 된 ‘소타’와 함께 재난을 막기 위한 여정에 나선다.   “꿈이 아니었어” 규슈, 시코쿠, 고베, 도쿄 재난을 막기 위해 일본 전역을 돌며 필사적으로 문을 닫아가던 중 어릴 적 고향에 닿은 ‘스즈메’는 잊고 있던 진실과 마주하게 되는데…"
킴스 비디오,"데이비드레드먼,애슐리사빈",김용만,다큐멘터리,12세이상관람가,88분,2023.09.27,https://img.cgv.co.kr/Movie/Thumbnail/Poster/000087/87344/87344_1000.jpg,"""마치 보물상자 같았어요 '킴스 비디오'에 들어가면 금광에 들어가는 이상한 기분이었어요""  1980년 대 뉴욕 이스트빌리지에 자리잡은 영화광들의 성지, 미스터리한 한국인 '미스터 킴'의 비디오 대여점 '킴스 비디오'! 마틴 스콜세지, 쿠엔틴 타란티노, 코엔 형제, 로버트 드니로가 단골인 55,000 편의 컬렉션과 250,000명의 회원을 보유한 '킴스 비디오'가 사라졌다? '킴스 비디오'가 키운 미친 영화광들의 비디오 해방 프로젝트! 마피아보다 독하게 쫓는 무제한 렌탈 유니버스 지금, 플레이하시겠습니까?"
더 넌 2,마이클차베즈,"타이사파미가,보니아론스,조나스블로켓,안나포플웰,스톰리드,케이틀린로즈다우니",호러,15세이상관람가,110분,2023.09.27,https://img.cgv.co.kr/Movie/Thumbnail/Poster/000087/87263/87263_1000.jpg,"컨저링 유니버스 사상 가장 강력한 악마가 돌아왔다!  1956년, 프랑스의 한 성당에서 신부가 끔찍하게 살해당한다. 이 사건을 조사하기 위해 파견된 아이린 수녀는 4년 전 자신을 공포에 떨게 했던 악마의 기운을 느낀다. 어두운 밤, 계속해서 일어나는 의문의 사건들 가운데 충격적인 진실이 드러나는데…  9월, 기도를 멈추지 마라"
"[아트&다이닝]오르세 미술관, 아름다운 시절을 추억하다",,,,전체관람가,90분,2023.10.15,https://img.cgv.co.kr/Movie/Thumbnail/Poster/000087/86815/86815_1000.jpg,
[콘서트&다이닝]고흐의 별이 빛나는 밤,,,,전체관람가,80분,2023.10.21,https://img.cgv.co.kr/Movie/Thumbnail/Poster/000087/87331/87331_1000.jpg,
"[클래스&브런치]Design Me, 퍼스널 컬러와 향 ",,,,전체관람가,80분,2023.10.29,https://img.cgv.co.kr/Movie/Thumbnail/Poster/000087/87387/87387_1000.jpg,
아르고 원정대-꼬마 영웅 패티의 대모험,,,,전체관람가,95분,2023.09.21,https://img.cgv.co.kr/Movie/Thumbnail/Poster/000087/87565/87565_1000.jpg,"“나도 영웅이 될 수 있어요!”  평화로운 항구 도시의 꼬마 생쥐 ‘패티’는 전설 속 아르고 원정대처럼 위대한 모험을 하고 영웅이 되는 꿈을 꾼다. 하지만 딸 바라기 아빠 고양이 ‘샘’은 자꾸 위험한 바깥세상으로 나가려 하는 ‘패티’가 걱정스럽다.  “도시에 내 동상을 세워라!”  어느 날, 질투 많은 바다의 신 ‘포세이돈’이 멋진 삼지창을 든 자신의 동상을 세우라 명령하고, ‘패티’는 위기에 처한 도시를 살리기 위해 전설의 아르고 원정대를 부활시켜 모험을 떠난다. 걱정 많은 ‘샘’도 어쩔 수 없이 모험에 동참하는데…"
극장판 엉덩이 탐정-미스터리 가면 ~최강의 대결,,,,전체관람가,74분,2023.09.28,https://img.cgv.co.kr/Movie/Thumbnail/Poster/000087/87567/87567_1000.jpg,"부엉부엉 박물관 지하, 수수께끼로 둘러싸인 보물 ‘오파츠’를 노리는 세기의 악당 ‘시리어티’ 교수가 나타났다! 그를 막기 위해 ‘엉덩이 탐정’은 국제 경찰 원터폴 소속 ‘오드리’와 합동 수사를 펼치는데… “어둠으로 빛을 몰아 내주지. 이 ‘오파츠’의 힘으로 말이야” 세계를 뒤흔들 거대한 음모를 꾸미는 ‘시리어티’ 교수와 ‘엉덩이 탐정’의 역대급 대결! 과연 승자는 누가 될 것인가?"
드림쏭2,,,,전체관람가,90분,2023.10.03,https://img.cgv.co.kr/Movie/Thumbnail/Poster/000087/87573/87573_1000.jpg,"더 큰 무대로 돌아왔다! 이번엔 월드 투어다!  드림쏭 이후 1년, ‘버디’와 그의 밴드 ‘트루 블루’는 팬들의 열렬한 사랑을 받으며 눈의 마을의 인기 스타가 된다. ‘트루 블루’의 음악과 화려한 퍼포먼스 실력을 본 엔터테인먼트계의 거물 ‘랭’은 월드 클래스 스타 ‘리틀 폭시’와의 세계 투어 콘서트를 제안하고, ‘트루 블루’는 꿈을 위해 세계 투어 버스에 오른다. 하지만 ‘랭’의 친절한 제안에는 ‘버디’의 음악 에너지를 훔쳐 세계를 장악하려는 음흉한 계획이 숨겨져 있었는데.. 과연 ‘버디’는 ‘랭’으로부터 음악 에너지를 되찾고, 진정한 뮤직 쏘울로 세계를 지켜낼 수 있을까?  10월, 다시 함께 노래해!"
오펜하이머,크리스토퍼놀란,"킬리언머피,에밀리블런트,맷데이먼,로버트다우니주니어,플로렌스퓨,조쉬하트넷,케이시애플렉,라미말렉,케네스브래너","스릴러,드라마",15세이상관람가,180분,2023.08.15,https://img.cgv.co.kr/Movie/Thumbnail/Poster/000087/87570/87570_1000.jpg,"“나는 이제 죽음이요, 세상의 파괴자가 되었다.” 세상을 구하기 위해 세상을 파괴할 지도 모르는 선택을 해야 하는 천재 과학자의 핵개발 프로젝트."
"람빅, 시간과 열정의 맥주",다니엘루이즈,"더크린데만스,아망드벨더,프랭크분,장반로이,카렐고두,피에르틸퀸",다큐멘터리,전체관람가,67분,2023.10.11,https://img.cgv.co.kr/Movie/Thumbnail/Poster/000087/87579/87579_1000.jpg,세계에서 가장 오래된 맥주 람빅은 현재 유일하게 자연 발효 방식으로 양조되는 벨기에 전통 맥주이다. 람빅을 마신다는 것은 600년 역사를 마시는 것! 그 다채롭고 환상적인 풍미를 찾아 떠나는 여행
"여름을 향한 터널, 이별의 출구",타구치토모히사,"스즈카오지,이토요마리에",애니메이션,12세이상관람가,83분,2023.09.14,https://img.cgv.co.kr/Movie/Thumbnail/Poster/000087/87569/87569_1000.jpg,"터널 안 10초, 바깥 세상에선 6시간... 소원을 이루어 주지만 안팎의 시간이 다르게 흐르는 '우라시마 터널'을 발견한 고등학생 '카오루'와 전학생 '안즈'  터널의 비밀을 알아내기 위해 뜨거웠던 여름을 함께 보낸 두 사람은 어느새 서로에게 가장 소중한 존재가 되는데..."
국가부도의 날,최국희,"김혜수,유아인,조우진,허준호,뱅상카셀",드라마,12세이상관람가,114분,2018.11.28,https://img.cgv.co.kr/Movie/Thumbnail/Poster/000087/87576/87576_1000.jpg,"모든 투자자들은 한국을 떠나라. 지금 당장  1997년, 대한민국 최고의 경제 호황을 믿어 의심치 않았던 그때,  곧 엄청난 경제 위기가 닥칠 것을 예견한 한국은행 통화정책팀장 ‘한시현’(김혜수)은 이 사실을 보고하고,  정부는 뒤늦게 국가부도 사태를 막기 위한 비공개 대책팀을 꾸린다.     한편, 곳곳에서 감지되는 위기의 시그널을 포착하고 과감히 사표를 던진 금융맨 ‘윤정학’(유아인)은  국가부도의 위기에 투자하는 역베팅을 결심, 투자자들을 모으기 시작한다.  이런 상황을 알 리 없는 작은 공장의 사장이자 평범한 가장 ‘갑수’(허준호)는  대형 백화점과의 어음 거래 계약서에 도장을 찍고 소박한 행복을 꿈꾼다.     국가부도까지 남은 시간 단 일주일.  대책팀 내부에서 위기대응 방식을 두고 시현과 ‘재정국 차관’(조우진)이 강하게 대립하는 가운데,  시현의 반대에도 불구하고 ‘IMF 총재’(뱅상 카셀)가 협상을 위해 비밀리에 입국하는데…     위기를 막으려는 사람과 위기에 베팅하는 사람,  그리고 회사와 가족을 지키려는 평범한 사람,  1997년, 서로 다른 선택을 했던 사람들의 이야기가 시작된다!"
남한산성,황동혁,"이병헌,김윤석,박해일,고수,박희순","드라마,시대극",15세이상관람가,139분,2017.10.03,https://img.cgv.co.kr/Movie/Thumbnail/Poster/000087/87566/87566_1000.jpg,"1636년 인조 14년 병자호란. 청의 대군이 공격해오자 임금과 조정은 적을 피해 남한산성으로 숨어든다. 추위와 굶주림, 절대적인 군사적 열세 속 청군에 완전히 포위된 상황, 대신들의 의견 또한 첨예하게 맞선다.   순간의 치욕을 견디고 나라와 백성을 지켜야 한다는 이조판서 ‘최명길’(이병헌)과 청의 치욕스런 공격에 끝까지 맞서 싸워 대의를 지켜야 한다는 예조판서 ‘김상헌’(김윤석). 그 사이에서 ‘인조’(박해일)의 번민은 깊어지고, 청의 무리한 요구와 압박은 더욱 거세지는데...   나아갈 곳도 물러설 곳도 없는 고립무원의 남한산성 나라의 운명이 그곳에 갇혔다!"
다이브-100 피트 추락 ,막시밀리언엘렌바인,"소피로우,루이자크로즈",스릴러,12세이상관람가,91분,2023.11.08,https://img.cgv.co.kr/Movie/Thumbnail/Poster/000087/87578/87578_1000.jpg,"외딴섬으로 다이빙을 떠난 자매 ‘드류’와 ‘메이’ 아름다운 바다 풍경에 감탄하던 것도 잠시, 산사태로 인해 거대한 바위와 물속으로 굴러떨어지고 바위는 두 사람을 깊은 바다 수면 속으로 끌고 들어간다.  수심 28m 추락, 생존 제한 시간 단 20분 깊어질수록 턱 끝까지 차오르는 압도적 공포! 가장 깊은 본능이 깨어난다!"
말모이,엄유나,윤서영,,12세이상관람가,135분,2019.01.09,https://img.cgv.co.kr/Movie/Thumbnail/Poster/000087/87436/87436_1000.jpg,"까막눈 판수, 우리말에 눈뜨다! vs 조선어학회 대표 정환, ‘우리’의 소중함에 눈뜨다!   1940년대 우리말이 점점 사라져가고 있는 경성. 극장에서 해고된 후 아들 학비 때문에 가방을 훔치다 실패한 판수. 하필 면접 보러 간 조선어학회 대표가 가방 주인 정환이다. 사전 만드는데 전과자에다 까막눈이라니! 그러나 판수를 반기는 회원들에 밀려 정환은 읽고 쓰기를 떼는 조건으로 그를 받아들인다. 돈도 아닌 말을 대체 왜 모으나 싶었던 판수는 난생처음 글을 읽으며 우리말의 소중함에 눈뜨고, 정환 또한 전국의 말을 모으는 ‘말모이’에 힘을 보태는 판수를 통해 ‘우리’의 소중함에 눈뜬다. 얼마 남지 않은 시간, 바짝 조여오는 일제의 감시를 피해 ‘말모이’를 끝내야 하는데…   우리말이 금지된 시대, 말과 마음이 모여 사전이 되다"
봉오동 전투,원신연,김태원,,15세이상관람가,135분,2019.08.07,https://img.cgv.co.kr/Movie/Thumbnail/Poster/000087/87437/87437_1000.jpg,"임무는 단 하나! 달리고 달려, 일본군을 죽음의 골짜기로 유인하라!  1919년 3.1운동 이후 봉오동 일대에서 독립군의 무장항쟁이 활발해진다. 일본은 신식 무기로 무장한 월강추격대를 필두로 독립군 토벌 작전을 시작하고, 독립군은 불리한 상황을 이겨내기 위해 봉오동 지형을 활용하기로 한다. 항일대도를 휘두르는 비범한 칼솜씨의 해철(유해진)과 발 빠른 독립군 분대장 장하(류준열) 그리고 해철의 오른팔이자 날쌘 저격수 병구(조우진)는 빗발치는 총탄과 포위망을 뚫고 죽음의 골짜기로 일본군을 유인한다. 계곡과 능선을 넘나들며 귀신같은 움직임과 예측할 수 없는 지략을 펼치는 독립군의 활약에 일본군은 당황하기 시작하는데...  1920년 6월, 역사에 기록된 독립군의 첫 승리 봉오동 죽음의 골짜기에 묻혔던 이야기가 지금부터 시작된다."
뿌까의 짜장면파티,,,,전체관람가,44분,2022.07.01,https://img.cgv.co.kr/Movie/Thumbnail/Poster/000087/87456/87456_1000.jpg,뿌까와 친구들의 짜장면 파티 준비 과정을 율동과 노래 그리고 퀴즈로 진행하는 영화
사라 인 쿠바,,,,전체관람가,100분,2023.10.11,https://img.cgv.co.kr/Movie/Thumbnail/Poster/000087/87260/87260_1000.jpg,베를린 필하모닉의 호른 연주자 사라 윌리스가 젊은 쿠바 연주자 6명과 함께 세상에 없었던 콘서트를 시작한다. 그녀는 모차르트의 곡을 재즈가 들어간 라틴 음악 ‘맘보’로 새롭게 연주하는 '모차르트와 맘보' 프로젝트를 이어 나가고 있다. 뜨거운 태양 아래 쿠바의 길거리에서 다 함께 춤추며 연주하는 풍경은 음악의 에너지를 가장 생생하게 전달한다. 다큐멘터리는 모차르트와 쿠바 음악을 한자리에 모은 음악적인 도전의 과정을 소개한다.
수라,황윤,김성환,,전체관람가,108분,2023.06.21,https://img.cgv.co.kr/Movie/Thumbnail/Poster/000087/87258/87258_1000.jpg,"마지막 갯벌 ‘수라’의 새들을 찾기 위해 오늘도 집을 나서는 ‘동필’과 그의 아들 ‘승준’.  오래전 갯벌에 관한 다큐를 만들다 포기했던 영화감독 ‘윤’은 이들을 만나 다시 카메라를 든다.  말라가는 ‘수라’에서 기적처럼 살아남은 도요새, 검은머리갈매기, 흰발농게 …  청춘을 바쳐 이들을 기록해온 사람들의 아름다운 동행  2023년 6월 21일 ‘수라’에 희망의 물길이 차오른다!"
신세계,박훈정,"이정재,황정민,최민식,박성웅,송지효","범죄,액션",청소년관람불가,134분,2020.05.21(재개봉),https://img.cgv.co.kr/Movie/Thumbnail/Poster/000087/87300/87300_1000.jpg,"너, 나하고 일 하나 같이 하자 경찰청 수사 기획과 강과장(최민식)은 국내 최대 범죄 조직인 '골드문'이 기업형 조직으로 그 세력이 점점 확장되자 신입경찰 이자성(이정재)에게 잠입 수사를 명한다. 그리고 8년, 자성은 골드문의 2인자이자 그룹 실세인 정청(황정민)의 오른팔이 되기에 이른다.   우리 브라더는 그냥 딱, 이 형님만 믿으면 돼야! 골드문 회장이 갑자기 사망하자, 강과장(최민식)은 후계자 결정에 직접 개입하는 '신세계' 작전을 설계한다. 피도 눈물도 없는 후계자 전쟁의 한 가운데, 정청(황정민)은 8년 전, 고향 여수에서 처음 만나 지금까지 친형제처럼 모든 순간을 함께 해 온 자성(이정재)에게 더욱 강한 신뢰를 보낸다.   약속 했잖습니까... 이번엔 진짜 끝이라고 한편, 작전의 성공만 생각하는 강과장(최민식)은 계속해서 자성(이정재)의 목을 조여만 간다. 시시각각 신분이 노출될 위기에 처한 자성(이정재)은 언제 자신을 배신할 지 모르는 경찰과, 형제의 의리로 대하는 정청(황정민) 사이에서 갈등하게 되는데…"
안시성,김광식,"구태진,김용선",,12세이상관람가,135분,2018.09.19,https://img.cgv.co.kr/Movie/Thumbnail/Poster/000087/87175/87175_1000.jpg,"우리는 물러서는 법을 배우지 못했다! 우리는 무릎 꿇는 법을 배우지 못했다! 우리는 항복이라는 걸 배우지 못했다!   천하를 손에 넣으려는 당 태종은 수십만 대군을 동원해 고구려의 변방 안시성을 침공한다. 20만 당나라 최강 대군 VS 5천명의 안시성 군사들. 40배의 전력 차이에도 불구하고, 안시성 성주 양만춘과 전사들은 당나라에 맞서 싸우기로 결심하는데…   동아시아 역사상 가장 위대한 승리를 이끈 안시성 전투가 시작된다!"
앵그리 애니 ,블란딘르누아르,로르칼라미,드라마,12세이상관람가,120분,2023.11.01,https://img.cgv.co.kr/Movie/Thumbnail/Poster/000087/87434/87434_1000.jpg,"1974년 프랑스 교외의 한 작은 마을.  두 아이를 키우는 워킹맘 애니는 원치 않는 임신을 하게 된다. 다행히 MLAC(임신중지와 피임의 자유를 위한 운동)의 도움으로 일상으로 돌아온 애니. 하지만, 우연한 사고를 계기로 MLAC 활동에 동참하기 시작하고 침묵으로 일관했던 지난날을 자책하며 본격적으로 목소리를 높이는데…  세상을 향한 분노, 세상을 바꾸다!"
치치핑핑의 쿵쿵따 탐험대,,,,전체관람가,45분,2023.04.10,https://img.cgv.co.kr/Movie/Thumbnail/Poster/000087/87297/87297_1000.jpg,"5년에 1번씩 개최되는 세계탐험대회! 이번 대회의 미션은 바로 음악!  스토리라인:  올해의 미션은 '세계 최고의 악기를 찾아라' 치치와 핑핑, 생큼이, 독캣, 사요, 드래콩이 함께 세계를 돌며, 최고의 악기를 찾아가는 여정 -각 대륙별 전통 민속악기 체험 -치치핑핑의 동물동요, 공룡동요 활용, 메인 테마곡(자작곡), 기존의 친숙한 싱어롱 곡을 혼용하여 12~16곡 삽입 -타악과 가장 잘 어울리는 힙합이라는 음악 장르를 혼용하여 모든 어린이들이 참여할수 있는 분위기 연출"
키리에의 노래 ,이와이슌지,"아이나디엔드,마츠무라호쿠토,히로세스즈",드라마,15세이상관람가,119분,2023.11.01,https://img.cgv.co.kr/Movie/Thumbnail/Poster/000087/81228/81228_1000.jpg,"""너의 노래가 있는 곳으로 내가 갈게""  말을 잃고 노래로 소통하는 길거리 뮤지션 ‘키리에’(아이나 디 엔드). 꿈도 이름도 잃고 방황하는 ‘잇코’(히로세 스즈). 사랑을 잃고 기다리는 ‘나츠히코’(마츠무라 호쿠토).  차갑고 냉정한 세상, 함께 견뎌낼 수 있을까?"
핑크퐁 시네마 콘서트3-진저브레드맨을 잡아라,변희선,"조경이,이소은,박요한,김새해,장예나",애니메이션,전체관람가,65분,2023.07.26,https://img.cgv.co.kr/Movie/Thumbnail/Poster/000087/79902/79902_1000.jpg,“세상에서 가장 맛있는 아이스크림을 먹고 싶어!”  아기상어가 원하는 최고의 아이스크림을 위해 진저브레드맨을 잡아라!  맛있는 아이스크림을 향한 달콤바삭 추격전 핑크퐁 & 호기와 SING나게 떠나볼까?
한산-용의 출현,김한민,"박해일,변요한,안성기,손현주,김성규,김성균,김향기,택연,공명,박지환,조재윤","액션,드라마",12세이상관람가,130분,2022.07.27,https://img.cgv.co.kr/Movie/Thumbnail/Poster/000087/87461/87461_1000.jpg,"나라의 운명을 바꿀 압도적 승리의 전투가 시작된다! 1592년 4월, 조선은 임진왜란 발발 후 단 15일만에 왜군에 한양을 빼앗기며 절체절명의 위기에 놓인다. 조선을 단숨에 점령한 왜군은 명나라로 향하는 야망을 꿈꾸며 대규모 병역을 부산포로 집결시킨다. 한편, 이순신 장군은 연이은 전쟁의 패배와 선조마저 의주로 파천하며 수세에 몰린 상황에서도 조선을 구하기 위해 전술을 고민하며 출전을 준비한다. 하지만 앞선 전투에서 손상을 입은 거북선의 출정이 어려워지고, 거북선의 도면마저 왜군의 첩보에 의해 도난 당하게 되는데… 왜군은 연승에 힘입어 그 우세로 한산도 앞바다로 향하고, 이순신 장군은 조선의 운명을 가를 전투를 위해 필사의 전략을 준비한다. 1592년 여름, 음력 7월 8일 한산도 앞바다, 압도적인 승리가 필요한 조선의 운명을 건 지상 최고의 해전이 펼쳐진다."
BBC 프롬스: NYO 재즈 위드 디 디 브릿지워터,,,,전체관람가,80분,2023.10.11,https://img.cgv.co.kr/Movie/Thumbnail/Poster/000087/81517/81517_1000.jpg,"그래미상을 3회 수상한 재즈계의 거장 디 디 브릿지워터가 내셔널 유스 재즈 오케스트라(NYO Jazz),션 존스와 함께 로열 앨버트홀을 재즈로 가득 채운다. NYO Jazz는 청소년 재즈 아티스트들이 모여 전문적인 음악 교육을 받으며 재즈의 미래를 키워나가는 오케스트라이다. 이들을 이끄는 음악감독이자 트럼펫 연주자 션 존스가 함께 무대에 오른 이번 공연은 힙합, R&B, 팝 음악에 영향을 준 재즈 음악을 탐구하는 현대음악이 다채롭게 준비되어 있다.    "
